episode,agent,opponent,goals_scored,goals_conceded,result
1025,base2,base,2,3,lose
1026,base,base2,2,3,lose
1026,base2,base,3,2,win
1027,base,base2,2,3,lose
1027,base2,base,2,3,lose
1028,base,base2,2,3,lose
1028,base2,base,2,3,lose
1029,base,base2,2,3,lose
1029,base2,base,3,2,win
1030,base,base2,3,2,win
1030,base2,base,2,3,lose
1031,base,base2,3,2,win
1031,base2,base,3,2,win
1032,base,base2,3,2,win
1032,base2,base,2,3,lose
1033,base,base2,2,3,lose
1033,base2,base,3,2,win
1034,base,base2,3,2,win
1034,base2,base,3,2,win
1035,base,base2,3,2,win
1035,base2,base,2,3,lose
1036,base,base2,2,3,lose
1036,base2,base,3,2,win
1037,base,base2,2,3,lose
1037,base2,base,3,2,win
1038,base,base2,2,3,lose
1038,base2,base,2,3,lose
1039,base,base2,2,3,lose
1039,base2,base,2,3,lose
1040,base,base2,2,3,lose
1040,base2,base,2,3,lose
1041,base,base2,3,2,win
1041,base2,base,2,3,lose
1042,base,base2,2,3,lose
1042,base2,base,2,3,lose
1043,base,base2,3,2,win
1043,base2,base,2,3,lose
1044,base,base2,3,2,win
1044,base2,base,2,3,lose
1045,base,base2,3,2,win
1045,base2,base,2,3,lose
1046,base,base2,3,2,win
1046,base2,base,2,3,lose
1047,base,base2,3,2,win
1047,base2,base,2,3,lose
1048,base,base2,3,2,win
1048,base2,base,2,3,lose
1049,base,base2,3,2,win
1049,base2,base,3,2,win
1050,base,base2,3,2,win
1050,base2,base,3,2,win
1051,base,base2,2,3,lose
1051,base2,base,3,2,win
1052,base,base2,2,3,lose
1052,base2,base,3,2,win
1053,base,base2,2,3,lose
1053,base2,base,2,3,lose
1054,base,base2,2,3,lose
1054,base2,base,2,3,lose
1055,base,base2,2,3,lose
1055,base2,base,3,2,win
1056,base,base2,3,2,win
1056,base2,base,3,2,win
1057,base,base2,3,2,win
1057,base2,base,2,3,lose
1058,base,base2,2,3,lose
1058,base2,base,2,3,lose
1059,base,base2,2,3,lose
1059,base2,base,3,2,win
1060,base,base2,3,2,win
1060,base2,base,3,2,win
1061,base,base2,2,3,lose
1061,base2,base,3,2,win
1062,base,base2,2,3,lose
1062,base2,base,3,2,win
1063,base,base2,2,3,lose
1063,base2,base,2,3,lose
1064,base,base2,2,3,lose
1064,base2,base,2,3,lose
1065,base,base2,2,3,lose
1065,base2,base,3,2,win
1066,base,base2,3,2,win
1066,base2,base,2,3,lose
1067,base,base2,2,3,lose
1067,base2,base,3,2,win
1068,base,base2,3,2,win
1068,base2,base,2,3,lose
1069,base,base2,3,2,win
1069,base2,base,2,3,lose
1070,base,base2,3,2,win
1070,base2,base,2,3,lose
1071,base,base2,2,3,lose
1071,base2,base,2,3,lose
1072,base,base2,2,3,lose
1072,base2,base,2,3,lose
1073,base,base2,3,2,win
1073,base2,base,2,3,lose
1074,base,base2,2,3,lose
1074,base2,base,3,2,win
1075,base,base2,3,2,win
1075,base2,base,3,2,win
1076,base,base2,3,2,win
1076,base2,base,2,3,lose
1077,base,base2,2,3,lose
1077,base2,base,3,2,win
1078,base,base2,2,3,lose
1078,base2,base,2,3,lose
1079,base,base2,2,3,lose
1079,base2,base,3,2,win
1080,base,base2,2,3,lose
1080,base2,base,2,3,lose
1081,base,base2,3,2,win
1081,base2,base,3,2,win
1082,base,base2,3,2,win
1082,base2,base,3,2,win
1083,base,base2,3,2,win
1083,base2,base,2,3,lose
1084,base,base2,3,2,win
1084,base2,base,2,3,lose
1085,base,base2,3,2,win
1085,base2,base,3,2,win
1086,base,base2,2,3,lose
1086,base2,base,2,3,lose
1087,base,base2,3,2,win
1087,base2,base,3,2,win
1088,base,base2,2,3,lose
1088,base2,base,3,2,win
1089,base,base2,2,3,lose
1089,base2,base,3,2,win
1090,base,base2,2,3,lose
1090,base2,base,3,2,win
1091,base,base2,3,2,win
1091,base2,base,3,2,win
1092,base,base2,3,2,win
1092,base2,base,3,2,win
1093,base,base2,2,3,lose
1093,base2,base,2,3,lose
1094,base,base2,3,2,win
1094,base2,base,2,3,lose
1095,base,base2,2,3,lose
1095,base2,base,3,2,win
1096,base,base2,3,2,win
1096,base2,base,3,2,win
1097,base,base2,3,2,win
1097,base2,base,2,3,lose
1098,base,base2,3,2,win
1098,base2,base,2,3,lose
1099,base,base2,3,2,win
1099,base2,base,3,2,win
1100,base,base2,2,3,lose
1100,base2,base,2,3,lose
1101,base,base2,2,3,lose
1101,base2,base,3,2,win
1102,base,base2,3,2,win
1102,base2,base,2,3,lose
1103,base,base2,2,3,lose
1103,base2,base,2,3,lose
1104,base,base2,2,3,lose
1104,base2,base,3,2,win
1105,base,base2,3,2,win
1105,base2,base,2,3,lose
1106,base,base2,3,2,win
1106,base2,base,3,2,win
1107,base,base2,2,3,lose
1107,base2,base,3,2,win
1108,base,base2,3,2,win
1108,base2,base,2,3,lose
1109,base,base2,3,2,win
1109,base2,base,3,2,win
1110,base,base2,2,3,lose
1110,base2,base,2,3,lose
1111,base,base2,3,2,win
1111,base2,base,2,3,lose
1112,base,base2,2,3,lose
1112,base2,base,3,2,win
1113,base,base2,2,3,lose
1113,base2,base,2,3,lose
1114,base,base2,2,3,lose
1114,base2,base,2,3,lose
1115,base,base2,2,3,lose
1115,base2,base,3,2,win
1116,base,base2,2,3,lose
1116,base2,base,2,3,lose
1117,base,base2,2,3,lose
1117,base2,base,3,2,win
1118,base,base2,2,3,lose
1118,base2,base,3,2,win
1119,base,base2,3,2,win
1119,base2,base,3,2,win
1120,base,base2,2,3,lose
1120,base2,base,2,3,lose
1121,base,base2,3,2,win
1121,base2,base,1,4,lose
1122,base,base2,2,3,lose
1122,base2,base,3,2,win
1123,base,base2,3,2,win
1123,base2,base,4,1,win
1124,base,base2,3,2,win
1124,base2,base,3,2,win
1125,base,base2,3,2,win
1125,base2,base,2,3,lose
1126,base,base2,3,2,win
1126,base2,base,3,2,win
1127,base,base2,2,3,lose
1127,base2,base,2,3,lose
1128,base,base2,2,3,lose
1128,base2,base,3,2,win
1129,base,base2,3,2,win
1129,base2,base,3,2,win
1130,base,base2,2,3,lose
1130,base2,base,3,2,win
1131,base,base2,2,3,lose
1131,base2,base,2,3,lose
1132,base,base2,2,3,lose
1132,base2,base,2,3,lose
1133,base,base2,2,3,lose
1133,base2,base,3,2,win
1134,base,base2,3,2,win
1134,base2,base,2,3,lose
1135,base,base2,2,3,lose
1135,base2,base,3,2,win
1136,base,base2,2,3,lose
1136,base2,base,3,2,win
1137,base,base2,2,3,lose
1137,base2,base,2,3,lose
1138,base,base2,2,3,lose
1138,base2,base,2,3,lose
1139,base,base2,3,2,win
1139,base2,base,2,3,lose
1140,base,base2,2,3,lose
1140,base2,base,3,2,win
1141,base,base2,2,3,lose
1141,base2,base,3,2,win
1142,base,base2,2,3,lose
1142,base2,base,2,3,lose
1143,base,base2,3,2,win
1143,base2,base,2,3,lose
1144,base,base2,2,3,lose
1144,base2,base,2,3,lose
1145,base,base2,2,3,lose
1145,base2,base,3,2,win
1146,base,base2,2,3,lose
1146,base2,base,3,2,win
1147,base,base2,2,3,lose
1147,base2,base,3,2,win
1148,base,base2,2,3,lose
1148,base2,base,3,2,win
1149,base,base2,3,2,win
1149,base2,base,3,2,win
1150,base,base2,2,3,lose
1150,base2,base,2,3,lose
1151,base,base2,3,2,win
1151,base2,base,2,3,lose
1152,base,base2,2,3,lose
1152,base2,base,2,3,lose
1153,base,base2,3,2,win
1153,base2,base,3,2,win
1154,base,base2,3,2,win
1154,base2,base,2,3,lose
1155,base,base2,3,2,win
1155,base2,base,2,3,lose
1156,base,base2,2,3,lose
1156,base2,base,2,3,lose
1157,base,base2,2,3,lose
1157,base2,base,3,2,win
1158,base,base2,3,2,win
1158,base2,base,3,2,win
1159,base,base2,2,3,lose
1159,base2,base,2,3,lose
1160,base,base2,2,3,lose
1160,base2,base,3,2,win
1161,base,base2,2,3,lose
1161,base2,base,2,3,lose
1162,base,base2,2,3,lose
1162,base2,base,3,2,win
1163,base,base2,3,2,win
1163,base2,base,2,3,lose
1164,base,base2,3,2,win
1164,base2,base,3,2,win
1165,base,base2,3,2,win
1165,base2,base,3,2,win
1166,base,base2,2,3,lose
1166,base2,base,3,2,win
1167,base,base2,3,2,win
1167,base2,base,2,3,lose
1168,base,base2,2,3,lose
1168,base2,base,3,2,win
1169,base,base2,3,2,win
1169,base2,base,3,2,win
1170,base,base2,2,3,lose
1170,base2,base,3,2,win
1171,base,base2,2,3,lose
1171,base2,base,2,3,lose
1172,base,base2,2,3,lose
1172,base2,base,3,2,win
1173,base,base2,3,2,win
1173,base2,base,2,3,lose
1174,base,base2,2,3,lose
1174,base2,base,3,2,win
1175,base,base2,2,3,lose
1175,base2,base,2,3,lose
1176,base,base2,2,3,lose
1176,base2,base,2,3,lose
1177,base,base2,2,3,lose
1177,base2,base,2,3,lose
1178,base,base2,2,3,lose
1178,base2,base,2,3,lose
1179,base,base2,3,2,win
1179,base2,base,2,3,lose
1180,base,base2,2,3,lose
1180,base2,base,3,2,win
1181,base,base2,2,3,lose
1181,base2,base,3,2,win
1182,base,base2,3,2,win
1182,base2,base,3,2,win
1183,base,base2,2,3,lose
1183,base2,base,3,2,win
1184,base,base2,2,3,lose
1184,base2,base,3,2,win
1185,base,base2,3,2,win
1185,base2,base,2,3,lose
1186,base,base2,3,2,win
1186,base2,base,3,2,win
1187,base,base2,3,2,win
1187,base2,base,2,3,lose
1188,base,base2,2,3,lose
1188,base2,base,2,3,lose
1189,base,base2,3,2,win
1189,base2,base,3,2,win
1190,base,base2,2,3,lose
1190,base2,base,3,2,win
1191,base,base2,2,3,lose
1191,base2,base,3,2,win
1192,base,base2,3,2,win
1192,base2,base,3,2,win
1193,base,base2,2,3,lose
1193,base2,base,3,2,win
1194,base,base2,3,2,win
1194,base2,base,3,2,win
1195,base,base2,2,3,lose
1195,base2,base,2,3,lose
1196,base,base2,2,3,lose
1196,base2,base,3,2,win
1197,base,base2,2,3,lose
1197,base2,base,2,3,lose
1198,base,base2,2,3,lose
1198,base2,base,3,2,win
1199,base,base2,3,2,win
1199,base2,base,3,2,win
1200,base,base2,3,2,win
1200,base2,base,2,3,lose
1201,base,base2,2,3,lose
1201,base2,base,2,3,lose
1202,base,base2,2,3,lose
1202,base2,base,3,2,win
1203,base,base2,3,2,win
1203,base2,base,3,2,win
1204,base,base2,3,2,win
1204,base2,base,2,3,lose
1205,base,base2,2,3,lose
1205,base2,base,2,3,lose
1206,base,base2,2,3,lose
1206,base2,base,2,3,lose
1207,base,base2,3,2,win
1207,base2,base,2,3,lose
1208,base,base2,2,3,lose
1208,base2,base,2,3,lose
1209,base,base2,2,3,lose
1209,base2,base,2,3,lose
1210,base,base2,3,2,win
1210,base2,base,2,3,lose
1211,base,base2,3,2,win
1211,base2,base,3,2,win
1212,base,base2,2,3,lose
1212,base2,base,2,3,lose
1213,base,base2,3,2,win
1213,base2,base,2,3,lose
1214,base,base2,2,3,lose
1214,base2,base,2,3,lose
1215,base,base2,3,2,win
1215,base2,base,2,3,lose
1216,base,base2,2,3,lose
1216,base2,base,3,2,win
1217,base,base2,3,2,win
1217,base2,base,3,2,win
1218,base,base2,2,3,lose
1218,base2,base,2,3,lose
1219,base,base2,3,2,win
1219,base2,base,2,3,lose
1220,base,base2,3,2,win
1220,base2,base,2,3,lose
1221,base,base2,2,3,lose
1221,base2,base,3,2,win
1222,base,base2,2,3,lose
1222,base2,base,3,2,win
1223,base,base2,3,2,win
1223,base2,base,2,3,lose
1224,base,base2,2,3,lose
1224,base2,base,3,2,win
1225,base,base2,3,2,win
1225,base2,base,2,3,lose
1226,base,base2,3,2,win
1226,base2,base,2,3,lose
1227,base,base2,2,3,lose
1227,base2,base,2,3,lose
1228,base,base2,3,2,win
1228,base2,base,3,2,win
1229,base,base2,2,3,lose
1229,base2,base,3,2,win
1230,base,base2,2,3,lose
1230,base2,base,2,3,lose
1231,base,base2,2,3,lose
1231,base2,base,2,3,lose
1232,base,base2,2,3,lose
1232,base2,base,3,2,win
1233,base,base2,2,3,lose
1233,base2,base,3,2,win
1234,base,base2,2,3,lose
1234,base2,base,2,3,lose
1235,base,base2,3,2,win
1235,base2,base,2,3,lose
1236,base,base2,2,3,lose
1236,base2,base,2,3,lose
1237,base,base2,2,3,lose
1237,base2,base,2,3,lose
1238,base,base2,3,2,win
1238,base2,base,3,2,win
1239,base,base2,2,3,lose
1239,base2,base,3,2,win
1240,base,base2,2,3,lose
1240,base2,base,3,2,win
1241,base,base2,3,2,win
1241,base2,base,2,3,lose
1242,base,base2,3,2,win
1242,base2,base,2,3,lose
1243,base,base2,2,3,lose
1243,base2,base,2,3,lose
1244,base,base2,2,3,lose
1244,base2,base,2,3,lose
1245,base,base2,2,3,lose
1245,base2,base,2,3,lose
1246,base,base2,2,3,lose
1246,base2,base,2,3,lose
1247,base,base2,3,2,win
1247,base2,base,2,3,lose
1248,base,base2,3,2,win
1248,base2,base,3,2,win
1249,base,base2,2,3,lose
1249,base2,base,3,2,win
1250,base,base2,2,3,lose
1250,base2,base,3,2,win
1251,base,base2,2,3,lose
1251,base2,base,2,3,lose
1252,base,base2,3,2,win
1252,base2,base,3,2,win
1253,base,base2,2,3,lose
1253,base2,base,2,3,lose
1254,base,base2,3,2,win
1254,base2,base,2,3,lose
1255,base,base2,3,2,win
1255,base2,base,3,2,win
1256,base,base2,2,3,lose
1256,base2,base,3,2,win
1257,base,base2,2,3,lose
1257,base2,base,2,3,lose
1258,base,base2,2,3,lose
1258,base2,base,2,3,lose
1259,base,base2,3,2,win
1259,base2,base,2,3,lose
1260,base,base2,3,2,win
1260,base2,base,2,3,lose
1261,base,base2,2,3,lose
1261,base2,base,2,3,lose
1262,base,base2,3,2,win
1262,base2,base,2,3,lose
1263,base,base2,2,3,lose
1263,base2,base,3,2,win
1264,base,base2,3,2,win
1264,base2,base,2,3,lose
1265,base,base2,3,2,win
1265,base2,base,3,2,win
1266,base,base2,3,2,win
1266,base2,base,3,2,win
1267,base,base2,3,2,win
1267,base2,base,2,3,lose
1268,base,base2,2,3,lose
1268,base2,base,3,2,win
1269,base,base2,2,3,lose
1269,base2,base,2,3,lose
1270,base,base2,2,3,lose
1270,base2,base,2,3,lose
1271,base,base2,2,3,lose
1271,base2,base,2,3,lose
1272,base,base2,3,2,win
1272,base2,base,2,3,lose
1273,base,base2,3,2,win
1273,base2,base,2,3,lose
1274,base,base2,2,3,lose
1274,base2,base,2,3,lose
1275,base,base2,2,3,lose
1275,base2,base,2,3,lose
1276,base,base2,2,3,lose
1276,base2,base,2,3,lose
1277,base,base2,3,2,win
1277,base2,base,3,2,win
1278,base,base2,2,3,lose
1278,base2,base,3,2,win
1279,base,base2,3,2,win
1279,base2,base,2,3,lose
1280,base,base2,2,3,lose
1280,base2,base,3,2,win
1281,base,base2,3,2,win
1281,base2,base,3,2,win
1282,base,base2,3,2,win
1282,base2,base,2,3,lose
1283,base,base2,2,3,lose
1283,base2,base,3,2,win
1284,base,base2,2,3,lose
1284,base2,base,2,3,lose
1285,base,base2,3,2,win
1285,base2,base,2,3,lose
1286,base,base2,2,3,lose
1286,base2,base,3,2,win
1287,base,base2,3,2,win
1287,base2,base,2,3,lose
1288,base,base2,3,2,win
1288,base2,base,2,3,lose
1289,base,base2,2,3,lose
1289,base2,base,3,2,win
1290,base,base2,2,3,lose
1290,base2,base,3,2,win
1291,base,base2,3,2,win
1291,base2,base,3,2,win
1292,base,base2,3,2,win
1292,base2,base,2,3,lose
1293,base,base2,2,3,lose
1293,base2,base,3,2,win
1294,base,base2,3,2,win
1294,base2,base,3,2,win
1295,base,base2,2,3,lose
1295,base2,base,4,1,win
1296,base,base2,2,3,lose
1296,base2,base,2,3,lose
1297,base,base2,2,3,lose
1297,base2,base,3,2,win
1298,base,base2,3,2,win
1298,base2,base,2,3,lose
1299,base,base2,3,2,win
1299,base2,base,2,3,lose
1300,base,base2,2,3,lose
1300,base2,base,2,3,lose
1301,base,base2,2,3,lose
1301,base2,base,2,3,lose
1302,base,base2,3,2,win
1302,base2,base,3,2,win
1303,base,base2,2,3,lose
1303,base2,base,3,2,win
1304,base,base2,2,3,lose
1304,base2,base,3,2,win
1305,base,base2,2,3,lose
1305,base2,base,2,3,lose
1306,base,base2,3,2,win
1306,base2,base,3,2,win
1307,base,base2,2,3,lose
1307,base2,base,2,3,lose
1308,base,base2,2,3,lose
1308,base2,base,3,2,win
1309,base,base2,2,3,lose
1309,base2,base,3,2,win
1310,base,base2,3,2,win
1310,base2,base,2,3,lose
1311,base,base2,2,3,lose
1311,base2,base,2,3,lose
1312,base,base2,2,3,lose
1312,base2,base,2,3,lose
1313,base,base2,3,2,win
1313,base2,base,2,3,lose
1314,base,base2,2,3,lose
1314,base2,base,2,3,lose
1315,base,base2,2,3,lose
1315,base2,base,2,3,lose
1316,base,base2,3,2,win
1316,base2,base,3,2,win
1317,base,base2,2,3,lose
1317,base2,base,2,3,lose
1318,base,base2,3,2,win
1318,base2,base,3,2,win
1319,base,base2,3,2,win
1319,base2,base,3,2,win
1320,base,base2,3,2,win
1320,base2,base,2,3,lose
1321,base,base2,3,2,win
1321,base2,base,3,2,win
1322,base,base2,3,2,win
1322,base2,base,3,2,win
1323,base,base2,2,3,lose
1323,base2,base,2,3,lose
1324,base,base2,1,4,lose
1324,base2,base,2,3,lose
1325,base,base2,2,3,lose
1325,base2,base,3,2,win
1326,base,base2,2,3,lose
1326,base2,base,3,2,win
1327,base,base2,3,2,win
1327,base2,base,3,2,win
1328,base,base2,3,2,win
1328,base2,base,3,2,win
1329,base,base2,3,2,win
1329,base2,base,2,3,lose
1330,base,base2,3,2,win
1330,base2,base,3,2,win
1331,base,base2,2,3,lose
1331,base2,base,2,3,lose
1332,base,base2,2,3,lose
1332,base2,base,3,2,win
1333,base,base2,3,2,win
1333,base2,base,2,3,lose
1334,base,base2,2,3,lose
1334,base2,base,2,3,lose
1335,base,base2,2,3,lose
1335,base2,base,2,3,lose
1336,base,base2,2,3,lose
1336,base2,base,2,3,lose
1337,base,base2,3,2,win
1337,base2,base,2,3,lose
1338,base,base2,3,2,win
1338,base2,base,3,2,win
1339,base,base2,2,3,lose
1339,base2,base,2,3,lose
1340,base,base2,3,2,win
1340,base2,base,3,2,win
1341,base,base2,2,3,lose
1341,base2,base,2,3,lose
1342,base,base2,3,2,win
1342,base2,base,2,3,lose
1343,base,base2,2,3,lose
1343,base2,base,3,2,win
1344,base,base2,2,3,lose
1344,base2,base,3,2,win
1345,base,base2,3,2,win
1345,base2,base,3,2,win
1346,base,base2,3,2,win
1346,base2,base,3,2,win
1347,base,base2,3,2,win
1347,base2,base,2,3,lose
1348,base,base2,2,3,lose
1348,base2,base,2,3,lose
1349,base,base2,3,2,win
1349,base2,base,3,2,win
1350,base,base2,3,2,win
1350,base2,base,2,3,lose
1351,base,base2,3,2,win
1351,base2,base,2,3,lose
1352,base,base2,3,2,win
1352,base2,base,2,3,lose
1353,base,base2,3,2,win
1353,base2,base,3,2,win
1354,base,base2,3,2,win
1354,base2,base,3,2,win
1355,base,base2,3,2,win
1355,base2,base,2,3,lose
1356,base,base2,3,2,win
1356,base2,base,2,3,lose
1357,base,base2,3,2,win
1357,base2,base,2,3,lose
1358,base,base2,3,2,win
1358,base2,base,3,2,win
1359,base,base2,2,3,lose
1359,base2,base,2,3,lose
1360,base,base2,3,2,win
1360,base2,base,3,2,win
1361,base,base2,2,3,lose
1361,base2,base,2,3,lose
1362,base,base2,2,3,lose
1362,base2,base,2,3,lose
1363,base,base2,3,2,win
1363,base2,base,3,2,win
1364,base,base2,2,3,lose
1364,base2,base,2,3,lose
1365,base,base2,3,2,win
1365,base2,base,2,3,lose
1366,base,base2,3,2,win
1366,base2,base,3,2,win
1367,base,base2,3,2,win
1367,base2,base,3,2,win
1368,base,base2,2,3,lose
1368,base2,base,2,3,lose
1369,base,base2,2,3,lose
1369,base2,base,3,2,win
1370,base,base2,3,2,win
1370,base2,base,2,3,lose
1371,base,base2,3,2,win
1371,base2,base,3,2,win
1372,base,base2,2,3,lose
1372,base2,base,2,3,lose
1373,base,base2,3,2,win
1373,base2,base,2,3,lose
1374,base,base2,2,3,lose
1374,base2,base,3,2,win
1375,base,base2,2,3,lose
1375,base2,base,2,3,lose
1376,base,base2,3,2,win
1376,base2,base,3,2,win
1377,base,base2,2,3,lose
1377,base2,base,3,2,win
1378,base,base2,2,3,lose
1378,base2,base,3,2,win
1379,base,base2,3,2,win
1379,base2,base,2,3,lose
1380,base,base2,3,2,win
1380,base2,base,2,3,lose
1381,base,base2,2,3,lose
1381,base2,base,3,2,win
1382,base,base2,2,3,lose
1382,base2,base,3,2,win
1383,base,base2,3,2,win
1383,base2,base,3,2,win
1384,base,base2,2,3,lose
1384,base2,base,2,3,lose
1385,base,base2,3,2,win
1385,base2,base,3,2,win
1386,base,base2,2,3,lose
1386,base2,base,3,2,win
1387,base,base2,3,2,win
1387,base2,base,3,2,win
1388,base,base2,2,3,lose
1388,base2,base,3,2,win
1389,base,base2,3,2,win
1389,base2,base,3,2,win
1390,base,base2,3,2,win
1390,base2,base,2,3,lose
1391,base,base2,3,2,win
1391,base2,base,2,3,lose
1392,base,base2,2,3,lose
1392,base2,base,3,2,win
1393,base,base2,2,3,lose
1393,base2,base,3,2,win
1394,base,base2,2,3,lose
1394,base2,base,3,2,win
1395,base,base2,2,3,lose
1395,base2,base,2,3,lose
1396,base,base2,2,3,lose
1396,base2,base,2,3,lose
1397,base,base2,3,2,win
1397,base2,base,2,3,lose
1398,base,base2,3,2,win
1398,base2,base,3,2,win
1399,base,base2,3,2,win
1399,base2,base,2,3,lose
1400,base,base2,3,2,win
1400,base2,base,3,2,win
1401,base,base2,3,2,win
1401,base2,base,3,2,win
1402,base,base2,3,2,win
1402,base2,base,2,3,lose
1403,base,base2,2,3,lose
1403,base2,base,3,2,win
1404,base,base2,2,3,lose
1404,base2,base,2,3,lose
1405,base,base2,3,2,win
1405,base2,base,2,3,lose
1406,base,base2,3,2,win
1406,base2,base,2,3,lose
1407,base,base2,2,3,lose
1407,base2,base,2,3,lose
1408,base,base2,3,2,win
1408,base2,base,2,3,lose
1409,base,base2,2,3,lose
1409,base2,base,3,2,win
1410,base,base2,3,2,win
1410,base2,base,2,3,lose
1411,base,base2,2,3,lose
1411,base2,base,2,3,lose
1412,base,base2,3,2,win
1412,base2,base,3,2,win
1413,base,base2,2,3,lose
1413,base2,base,3,2,win
1414,base,base2,2,3,lose
1414,base2,base,2,3,lose
1415,base,base2,3,2,win
1415,base2,base,3,2,win
1416,base,base2,2,3,lose
1416,base2,base,2,3,lose
1417,base,base2,2,3,lose
1417,base2,base,2,3,lose
1418,base,base2,2,3,lose
1418,base2,base,3,2,win
1419,base,base2,2,3,lose
1419,base2,base,3,2,win
1420,base,base2,3,2,win
1420,base2,base,2,3,lose
1421,base,base2,2,3,lose
1421,base2,base,2,3,lose
1422,base,base2,2,3,lose
1422,base2,base,3,2,win
1423,base,base2,3,2,win
1423,base2,base,2,3,lose
1424,base,base2,3,2,win
1424,base2,base,3,2,win
1425,base,base2,2,3,lose
1425,base2,base,3,2,win
1426,base,base2,3,2,win
1426,base2,base,4,1,win
1427,base,base2,3,2,win
1427,base2,base,3,2,win
1428,base,base2,3,2,win
1428,base2,base,2,3,lose
1429,base,base2,2,3,lose
1429,base2,base,2,3,lose
1430,base,base2,3,2,win
1430,base2,base,3,2,win
1431,base,base2,3,2,win
1431,base2,base,2,3,lose
1432,base,base2,3,2,win
1432,base2,base,3,2,win
1433,base,base2,3,2,win
1433,base2,base,3,2,win
1434,base,base2,3,2,win
1434,base2,base,2,3,lose
1435,base,base2,2,3,lose
1435,base2,base,3,2,win
1436,base,base2,2,3,lose
1436,base2,base,2,3,lose
1437,base,base2,2,3,lose
1437,base2,base,2,3,lose
1438,base,base2,2,3,lose
1438,base2,base,3,2,win
1439,base,base2,3,2,win
1439,base2,base,2,3,lose
1440,base,base2,1,4,lose
1440,base2,base,2,3,lose
1441,base,base2,3,2,win
1441,base2,base,3,2,win
1442,base,base2,2,3,lose
1442,base2,base,3,2,win
1443,base,base2,2,3,lose
1443,base2,base,3,2,win
1444,base,base2,2,3,lose
1444,base2,base,2,3,lose
1445,base,base2,3,2,win
1445,base2,base,2,3,lose
1446,base,base2,3,2,win
1446,base2,base,3,2,win
1447,base,base2,2,3,lose
1447,base2,base,3,2,win
1448,base,base2,2,3,lose
1448,base2,base,2,3,lose
1449,base,base2,2,3,lose
1449,base2,base,3,2,win
1450,base,base2,2,3,lose
1450,base2,base,3,2,win
1451,base,base2,3,2,win
1451,base2,base,3,2,win
1452,base,base2,3,2,win
1452,base2,base,3,2,win
1453,base,base2,3,2,win
1453,base2,base,2,3,lose
1454,base,base2,2,3,lose
1454,base2,base,2,3,lose
1455,base,base2,3,2,win
1455,base2,base,3,2,win
1456,base,base2,2,3,lose
1456,base2,base,2,3,lose
1457,base,base2,2,3,lose
1457,base2,base,3,2,win
1458,base,base2,2,3,lose
1458,base2,base,3,2,win
1459,base,base2,3,2,win
1459,base2,base,2,3,lose
1460,base,base2,3,2,win
1460,base2,base,3,2,win
1461,base,base2,2,3,lose
1461,base2,base,3,2,win
1462,base,base2,2,3,lose
1462,base2,base,2,3,lose
1463,base,base2,2,3,lose
1463,base2,base,3,2,win
1464,base,base2,2,3,lose
1464,base2,base,3,2,win
1465,base,base2,2,3,lose
1465,base2,base,2,3,lose
1466,base,base2,2,3,lose
1466,base2,base,2,3,lose
1467,base,base2,2,3,lose
1467,base2,base,3,2,win
1468,base,base2,2,3,lose
1468,base2,base,2,3,lose
1469,base,base2,3,2,win
1469,base2,base,2,3,lose
1470,base,base2,3,2,win
1470,base2,base,3,2,win
1471,base,base2,2,3,lose
1471,base2,base,2,3,lose
1472,base,base2,3,2,win
1472,base2,base,3,2,win
1473,base,base2,2,3,lose
1473,base2,base,2,3,lose
1474,base,base2,3,2,win
1474,base2,base,2,3,lose
1475,base,base2,2,3,lose
1475,base2,base,2,3,lose
1476,base,base2,2,3,lose
1476,base2,base,2,3,lose
1477,base,base2,3,2,win
1477,base2,base,3,2,win
1478,base,base2,3,2,win
1478,base2,base,2,3,lose
1479,base,base2,2,3,lose
1479,base2,base,2,3,lose
1480,base,base2,2,3,lose
1480,base2,base,2,3,lose
1481,base,base2,3,2,win
1481,base2,base,2,3,lose
1482,base,base2,2,3,lose
1482,base2,base,3,2,win
1483,base,base2,2,3,lose
1483,base2,base,2,3,lose
1484,base,base2,4,1,win
1484,base2,base,2,3,lose
1485,base,base2,2,3,lose
1485,base2,base,2,3,lose
1486,base,base2,2,3,lose
1486,base2,base,2,3,lose
1487,base,base2,3,2,win
1487,base2,base,2,3,lose
1488,base,base2,2,3,lose
1488,base2,base,2,3,lose
1489,base,base2,2,3,lose
1489,base2,base,2,3,lose
1490,base,base2,2,3,lose
1490,base2,base,3,2,win
1491,base,base2,3,2,win
1491,base2,base,2,3,lose
1492,base,base2,2,3,lose
1492,base2,base,2,3,lose
1493,base,base2,3,2,win
1493,base2,base,2,3,lose
1494,base,base2,2,3,lose
1494,base2,base,3,2,win
1495,base,base2,3,2,win
1495,base2,base,2,3,lose
1496,base,base2,2,3,lose
1496,base2,base,3,2,win
1497,base,base2,2,3,lose
1497,base2,base,2,3,lose
1498,base,base2,3,2,win
1498,base2,base,3,2,win
1499,base,base2,3,2,win
1499,base2,base,2,3,lose
1500,base,base2,3,2,win
1500,base2,base,2,3,lose
1501,base,base2,2,3,lose
1501,base2,base,3,2,win
1502,base,base2,3,2,win
1502,base2,base,2,3,lose
1503,base,base2,2,3,lose
1503,base2,base,3,2,win
1504,base,base2,3,2,win
1504,base2,base,2,3,lose
1505,base,base2,3,2,win
1505,base2,base,3,2,win
