episode,agent,opponent,goals_scored,goals_conceded,result
2391,base,base2,3,2,win
2391,base2,base,3,2,win
2392,base,base2,2,3,lose
2392,base2,base,2,3,lose
2393,base,base2,2,3,lose
2393,base2,base,3,2,win
2394,base,base2,2,3,lose
2394,base2,base,2,3,lose
2395,base,base2,2,3,lose
2395,base2,base,3,2,win
2396,base,base2,2,3,lose
2396,base2,base,2,3,lose
2397,base,base2,2,3,lose
2397,base2,base,2,3,lose
2398,base,base2,3,2,win
2398,base2,base,2,3,lose
2399,base,base2,2,3,lose
2399,base2,base,3,2,win
2400,base,base2,3,2,win
2400,base2,base,3,2,win
2401,base,base2,3,2,win
2401,base2,base,3,2,win
2402,base,base2,2,3,lose
2402,base2,base,2,3,lose
2403,base,base2,3,2,win
2403,base2,base,2,3,lose
2404,base,base2,2,3,lose
2404,base2,base,2,3,lose
2405,base,base2,2,3,lose
2405,base2,base,3,2,win
2406,base,base2,2,3,lose
2406,base2,base,2,3,lose
2407,base,base2,2,3,lose
2407,base2,base,2,3,lose
2408,base,base2,2,3,lose
2408,base2,base,3,2,win
2409,base,base2,2,3,lose
2409,base2,base,3,2,win
2410,base,base2,3,2,win
2410,base2,base,2,3,lose
2411,base,base2,3,2,win
2411,base2,base,2,3,lose
2412,base,base2,2,3,lose
2412,base2,base,2,3,lose
2413,base,base2,2,3,lose
2413,base2,base,3,2,win
2414,base,base2,2,3,lose
2414,base2,base,2,3,lose
2415,base,base2,2,3,lose
2415,base2,base,3,2,win
2416,base,base2,3,2,win
2416,base2,base,2,3,lose
2417,base,base2,3,2,win
2417,base2,base,2,3,lose
2418,base,base2,2,3,lose
2418,base2,base,3,2,win
2419,base,base2,3,2,win
2419,base2,base,3,2,win
2420,base,base2,3,2,win
2420,base2,base,3,2,win
2421,base,base2,2,3,lose
2421,base2,base,3,2,win
2422,base,base2,2,3,lose
2422,base2,base,2,3,lose
2423,base,base2,3,2,win
2423,base2,base,2,3,lose
2424,base,base2,2,3,lose
2424,base2,base,2,3,lose
2425,base,base2,2,3,lose
2425,base2,base,3,2,win
2426,base,base2,3,2,win
2426,base2,base,2,3,lose
2427,base,base2,3,2,win
2427,base2,base,3,2,win
2428,base,base2,2,3,lose
2428,base2,base,3,2,win
2429,base,base2,2,3,lose
2429,base2,base,2,3,lose
2430,base,base2,3,2,win
2430,base2,base,2,3,lose
2431,base,base2,2,3,lose
2431,base2,base,3,2,win
2432,base,base2,2,3,lose
2432,base2,base,3,2,win
2433,base,base2,2,3,lose
2433,base2,base,3,2,win
2434,base,base2,3,2,win
2434,base2,base,3,2,win
2435,base,base2,2,3,lose
2435,base2,base,2,3,lose
2436,base,base2,3,2,win
2436,base2,base,2,3,lose
2437,base,base2,2,3,lose
2437,base2,base,3,2,win
2438,base,base2,3,2,win
2438,base2,base,3,2,win
2439,base,base2,3,2,win
2439,base2,base,3,2,win
2440,base,base2,2,3,lose
2440,base2,base,3,2,win
2441,base,base2,3,2,win
2441,base2,base,3,2,win
2442,base,base2,3,2,win
2442,base2,base,3,2,win
2443,base,base2,2,3,lose
2443,base2,base,2,3,lose
2444,base,base2,2,3,lose
2444,base2,base,3,2,win
2445,base,base2,2,3,lose
2445,base2,base,2,3,lose
2446,base,base2,2,3,lose
2446,base2,base,3,2,win
2447,base,base2,3,2,win
2447,base2,base,3,2,win
2448,base,base2,3,2,win
2448,base2,base,3,2,win
2449,base,base2,2,3,lose
2449,base2,base,3,2,win
2450,base,base2,2,3,lose
2450,base2,base,3,2,win
2451,base,base2,2,3,lose
2451,base2,base,2,3,lose
2452,base,base2,3,2,win
2452,base2,base,3,2,win
2453,base,base2,2,3,lose
2453,base2,base,2,3,lose
2454,base,base2,2,3,lose
2454,base2,base,2,3,lose
2455,base,base2,3,2,win
2455,base2,base,2,3,lose
2456,base,base2,3,2,win
2456,base2,base,2,3,lose
2457,base,base2,2,3,lose
2457,base2,base,3,2,win
2458,base,base2,3,2,win
2458,base2,base,3,2,win
2459,base,base2,2,3,lose
2459,base2,base,3,2,win
2460,base,base2,2,3,lose
2460,base2,base,2,3,lose
2461,base,base2,2,3,lose
2461,base2,base,2,3,lose
2462,base,base2,2,3,lose
2462,base2,base,3,2,win
2463,base,base2,3,2,win
2463,base2,base,2,3,lose
2464,base,base2,3,2,win
2464,base2,base,2,3,lose
2465,base,base2,2,3,lose
2465,base2,base,2,3,lose
2466,base,base2,3,2,win
2466,base2,base,3,2,win
2467,base,base2,3,2,win
2467,base2,base,3,2,win
2468,base,base2,3,2,win
2468,base2,base,2,3,lose
2469,base,base2,2,3,lose
2469,base2,base,2,3,lose
2470,base,base2,3,2,win
2470,base2,base,3,2,win
2471,base,base2,3,2,win
2471,base2,base,3,2,win
2472,base,base2,3,2,win
2472,base2,base,3,2,win
2473,base,base2,2,3,lose
2473,base2,base,2,3,lose
2474,base,base2,3,2,win
2474,base2,base,2,3,lose
2475,base,base2,3,2,win
2475,base2,base,3,2,win
2476,base,base2,2,3,lose
2476,base2,base,3,2,win
2477,base,base2,2,3,lose
2477,base2,base,2,3,lose
2478,base,base2,2,3,lose
2478,base2,base,3,2,win
2479,base,base2,2,3,lose
2479,base2,base,2,3,lose
2480,base,base2,1,4,lose
2480,base2,base,2,3,lose
2481,base,base2,2,3,lose
2481,base2,base,3,2,win
2482,base,base2,3,2,win
2482,base2,base,2,3,lose
2483,base,base2,2,3,lose
2483,base2,base,3,2,win
2484,base,base2,2,3,lose
2484,base2,base,2,3,lose
2485,base,base2,3,2,win
2485,base2,base,2,3,lose
2486,base,base2,2,3,lose
2486,base2,base,3,2,win
2487,base,base2,3,2,win
2487,base2,base,2,3,lose
2488,base,base2,2,3,lose
2488,base2,base,3,2,win
2489,base,base2,3,2,win
2489,base2,base,2,3,lose
2490,base,base2,2,3,lose
2490,base2,base,3,2,win
2491,base,base2,3,2,win
2491,base2,base,2,3,lose
2492,base,base2,2,3,lose
2492,base2,base,3,2,win
2493,base,base2,3,2,win
2493,base2,base,2,3,lose
2494,base,base2,2,3,lose
2494,base2,base,3,2,win
2495,base,base2,2,3,lose
2495,base2,base,3,2,win
2496,base,base2,2,3,lose
2496,base2,base,2,3,lose
2497,base,base2,2,3,lose
2497,base2,base,3,2,win
2498,base,base2,2,3,lose
2498,base2,base,2,3,lose
2499,base,base2,2,3,lose
2499,base2,base,2,3,lose
2500,base,base2,3,2,win
2500,base2,base,2,3,lose
2501,base,base2,2,3,lose
2501,base2,base,2,3,lose
2502,base,base2,3,2,win
2502,base2,base,2,3,lose
2503,base,base2,2,3,lose
2503,base2,base,3,2,win
2504,base,base2,3,2,win
2504,base2,base,2,3,lose
2505,base,base2,3,2,win
2505,base2,base,2,3,lose
2506,base,base2,3,2,win
2506,base2,base,2,3,lose
2507,base,base2,3,2,win
2507,base2,base,2,3,lose
2508,base,base2,3,2,win
2508,base2,base,3,2,win
2509,base,base2,3,2,win
2509,base2,base,2,3,lose
2510,base,base2,2,3,lose
2510,base2,base,3,2,win
2511,base,base2,3,2,win
2511,base2,base,2,3,lose
2512,base,base2,2,3,lose
2512,base2,base,3,2,win
2513,base,base2,2,3,lose
2513,base2,base,2,3,lose
2514,base,base2,3,2,win
2514,base2,base,3,2,win
2515,base,base2,2,3,lose
2515,base2,base,3,2,win
2516,base,base2,3,2,win
2516,base2,base,2,3,lose
2517,base,base2,3,2,win
2517,base2,base,3,2,win
2518,base,base2,2,3,lose
2518,base2,base,2,3,lose
2519,base,base2,2,3,lose
2519,base2,base,3,2,win
2520,base,base2,2,3,lose
2520,base2,base,2,3,lose
2521,base,base2,3,2,win
2521,base2,base,3,2,win
2522,base,base2,2,3,lose
2522,base2,base,3,2,win
2523,base,base2,3,2,win
2523,base2,base,2,3,lose
2524,base,base2,2,3,lose
2524,base2,base,2,3,lose
2525,base,base2,3,2,win
2525,base2,base,2,3,lose
2526,base,base2,2,3,lose
2526,base2,base,2,3,lose
2527,base,base2,3,2,win
2527,base2,base,3,2,win
2528,base,base2,3,2,win
2528,base2,base,2,3,lose
2529,base,base2,2,3,lose
2529,base2,base,2,3,lose
2530,base,base2,2,3,lose
2530,base2,base,2,3,lose
2531,base,base2,2,3,lose
2531,base2,base,2,3,lose
2532,base,base2,2,3,lose
2532,base2,base,3,2,win
2533,base,base2,3,2,win
2533,base2,base,3,2,win
2534,base,base2,3,2,win
2534,base2,base,3,2,win
2535,base,base2,3,2,win
2535,base2,base,2,3,lose
2536,base,base2,2,3,lose
2536,base2,base,2,3,lose
2537,base,base2,3,2,win
2537,base2,base,2,3,lose
2538,base,base2,3,2,win
2538,base2,base,2,3,lose
2539,base,base2,3,2,win
2539,base2,base,3,2,win
2540,base,base2,3,2,win
2540,base2,base,3,2,win
2541,base,base2,3,2,win
2541,base2,base,2,3,lose
2542,base,base2,3,2,win
2542,base2,base,2,3,lose
2543,base,base2,2,3,lose
2543,base2,base,2,3,lose
2544,base,base2,3,2,win
2544,base2,base,2,3,lose
2545,base,base2,2,3,lose
2545,base2,base,3,2,win
2546,base,base2,2,3,lose
2546,base2,base,2,3,lose
2547,base,base2,2,3,lose
2547,base2,base,2,3,lose
2548,base,base2,2,3,lose
2548,base2,base,3,2,win
2549,base,base2,2,3,lose
2549,base2,base,2,3,lose
2550,base,base2,2,3,lose
2550,base2,base,2,3,lose
2551,base,base2,3,2,win
2551,base2,base,3,2,win
2552,base,base2,2,3,lose
2552,base2,base,2,3,lose
2553,base,base2,3,2,win
2553,base2,base,2,3,lose
2554,base,base2,2,3,lose
2554,base2,base,2,3,lose
2555,base,base2,2,3,lose
2555,base2,base,2,3,lose
2556,base,base2,2,3,lose
2556,base2,base,3,2,win
2557,base,base2,3,2,win
2557,base2,base,3,2,win
2558,base,base2,3,2,win
2558,base2,base,2,3,lose
2559,base,base2,2,3,lose
2559,base2,base,2,3,lose
2560,base,base2,3,2,win
2560,base2,base,3,2,win
2561,base,base2,2,3,lose
2561,base2,base,2,3,lose
2562,base,base2,2,3,lose
2562,base2,base,2,3,lose
2563,base,base2,2,3,lose
2563,base2,base,2,3,lose
2564,base,base2,2,3,lose
2564,base2,base,2,3,lose
2565,base,base2,2,3,lose
2565,base2,base,2,3,lose
2566,base,base2,3,2,win
2566,base2,base,3,2,win
2567,base,base2,2,3,lose
2567,base2,base,2,3,lose
2568,base,base2,3,2,win
2568,base2,base,3,2,win
2569,base,base2,3,2,win
2569,base2,base,2,3,lose
2570,base,base2,3,2,win
2570,base2,base,2,3,lose
2571,base,base2,3,2,win
2571,base2,base,2,3,lose
2572,base,base2,2,3,lose
2572,base2,base,3,2,win
2573,base,base2,2,3,lose
2573,base2,base,2,3,lose
2574,base,base2,3,2,win
2574,base2,base,2,3,lose
2575,base,base2,3,2,win
2575,base2,base,3,2,win
2576,base,base2,3,2,win
2576,base2,base,2,3,lose
2577,base,base2,3,2,win
2577,base2,base,2,3,lose
2578,base,base2,2,3,lose
2578,base2,base,3,2,win
2579,base,base2,3,2,win
2579,base2,base,3,2,win
2580,base,base2,2,3,lose
2580,base2,base,2,3,lose
2581,base,base2,2,3,lose
2581,base2,base,2,3,lose
2582,base,base2,3,2,win
2582,base2,base,3,2,win
2583,base,base2,2,3,lose
2583,base2,base,2,3,lose
2584,base,base2,2,3,lose
2584,base2,base,2,3,lose
2585,base,base2,3,2,win
2585,base2,base,3,2,win
2586,base,base2,2,3,lose
2586,base2,base,2,3,lose
2587,base,base2,2,3,lose
2587,base2,base,3,2,win
2588,base,base2,3,2,win
2588,base2,base,3,2,win
2589,base,base2,2,3,lose
2589,base2,base,2,3,lose
2590,base,base2,2,3,lose
2590,base2,base,2,3,lose
2591,base,base2,3,2,win
2591,base2,base,3,2,win
2592,base,base2,3,2,win
2592,base2,base,3,2,win
2593,base,base2,3,2,win
2593,base2,base,3,2,win
2594,base,base2,2,3,lose
2594,base2,base,2,3,lose
2595,base,base2,2,3,lose
2595,base2,base,2,3,lose
2596,base,base2,2,3,lose
2596,base2,base,2,3,lose
2597,base,base2,3,2,win
2597,base2,base,3,2,win
2598,base,base2,2,3,lose
2598,base2,base,3,2,win
2599,base,base2,2,3,lose
2599,base2,base,3,2,win
2600,base,base2,2,3,lose
2600,base2,base,3,2,win
2601,base,base2,2,3,lose
2601,base2,base,3,2,win
2602,base,base2,3,2,win
2602,base2,base,3,2,win
2603,base,base2,2,3,lose
2603,base2,base,3,2,win
2604,base,base2,2,3,lose
2604,base2,base,2,3,lose
2605,base,base2,3,2,win
2605,base2,base,3,2,win
2606,base,base2,3,2,win
2606,base2,base,2,3,lose
2607,base,base2,3,2,win
2607,base2,base,3,2,win
2608,base,base2,2,3,lose
2608,base2,base,2,3,lose
2609,base,base2,2,3,lose
2609,base2,base,2,3,lose
2610,base,base2,3,2,win
2610,base2,base,3,2,win
2611,base,base2,2,3,lose
2611,base2,base,2,3,lose
2612,base,base2,2,3,lose
2612,base2,base,3,2,win
2613,base,base2,3,2,win
2613,base2,base,2,3,lose
2614,base,base2,2,3,lose
2614,base2,base,3,2,win
2615,base,base2,3,2,win
2615,base2,base,2,3,lose
2616,base,base2,3,2,win
2616,base2,base,3,2,win
2617,base,base2,3,2,win
2617,base2,base,2,3,lose
2618,base,base2,2,3,lose
2618,base2,base,2,3,lose
2619,base,base2,3,2,win
2619,base2,base,3,2,win
2620,base,base2,2,3,lose
2620,base2,base,2,3,lose
2621,base,base2,2,3,lose
2621,base2,base,2,3,lose
2622,base,base2,3,2,win
2622,base2,base,2,3,lose
2623,base,base2,3,2,win
2623,base2,base,3,2,win
2624,base,base2,2,3,lose
2624,base2,base,2,3,lose
2625,base,base2,2,3,lose
2625,base2,base,3,2,win
2626,base,base2,2,3,lose
2626,base2,base,3,2,win
2627,base,base2,2,3,lose
2627,base2,base,2,3,lose
2628,base,base2,2,3,lose
2628,base2,base,2,3,lose
2629,base,base2,3,2,win
2629,base2,base,2,3,lose
2630,base,base2,2,3,lose
2630,base2,base,2,3,lose
2631,base,base2,3,2,win
2631,base2,base,3,2,win
2632,base,base2,2,3,lose
2632,base2,base,2,3,lose
2633,base,base2,3,2,win
2633,base2,base,3,2,win
2634,base,base2,2,3,lose
2634,base2,base,3,2,win
2635,base,base2,3,2,win
2635,base2,base,2,3,lose
2636,base,base2,2,3,lose
2636,base2,base,2,3,lose
2637,base,base2,2,3,lose
2637,base2,base,3,2,win
2638,base,base2,2,3,lose
2638,base2,base,2,3,lose
2639,base,base2,2,3,lose
2639,base2,base,3,2,win
2640,base,base2,2,3,lose
2640,base2,base,2,3,lose
2641,base,base2,4,1,win
2641,base2,base,2,3,lose
2642,base,base2,3,2,win
2642,base2,base,2,3,lose
2643,base,base2,2,3,lose
2643,base2,base,2,3,lose
2644,base,base2,2,3,lose
2644,base2,base,4,1,win
2645,base,base2,2,3,lose
2645,base2,base,2,3,lose
2646,base,base2,3,2,win
2646,base2,base,3,2,win
2647,base,base2,3,2,win
2647,base2,base,2,3,lose
2648,base,base2,3,2,win
2648,base2,base,3,2,win
2649,base,base2,3,2,win
2649,base2,base,3,2,win
2650,base,base2,2,3,lose
2650,base2,base,2,3,lose
2651,base,base2,2,3,lose
2651,base2,base,3,2,win
2652,base,base2,3,2,win
2652,base2,base,3,2,win
2653,base,base2,2,3,lose
2653,base2,base,2,3,lose
2654,base,base2,2,3,lose
2654,base2,base,3,2,win
2655,base,base2,3,2,win
2655,base2,base,2,3,lose
2656,base,base2,3,2,win
2656,base2,base,2,3,lose
2657,base,base2,3,2,win
2657,base2,base,3,2,win
2658,base,base2,3,2,win
2658,base2,base,2,3,lose
2659,base,base2,2,3,lose
2659,base2,base,3,2,win
2660,base,base2,2,3,lose
2660,base2,base,2,3,lose
2661,base,base2,2,3,lose
2661,base2,base,2,3,lose
2662,base,base2,3,2,win
2662,base2,base,2,3,lose
2663,base,base2,2,3,lose
2663,base2,base,2,3,lose
2664,base,base2,3,2,win
2664,base2,base,3,2,win
2665,base,base2,2,3,lose
2665,base2,base,2,3,lose
2666,base,base2,3,2,win
2666,base2,base,2,3,lose
2667,base,base2,3,2,win
2667,base2,base,3,2,win
2668,base,base2,3,2,win
2668,base2,base,3,2,win
2669,base,base2,3,2,win
2669,base2,base,3,2,win
2670,base,base2,2,3,lose
2670,base2,base,2,3,lose
2671,base,base2,2,3,lose
2671,base2,base,2,3,lose
2672,base,base2,3,2,win
2672,base2,base,3,2,win
2673,base,base2,2,3,lose
2673,base2,base,2,3,lose
2674,base,base2,2,3,lose
2674,base2,base,3,2,win
2675,base,base2,3,2,win
2675,base2,base,2,3,lose
2676,base,base2,3,2,win
2676,base2,base,3,2,win
2677,base,base2,2,3,lose
2677,base2,base,2,3,lose
2678,base,base2,2,3,lose
2678,base2,base,2,3,lose
2679,base,base2,3,2,win
2679,base2,base,3,2,win
2680,base,base2,3,2,win
2680,base2,base,3,2,win
2681,base,base2,2,3,lose
2681,base2,base,2,3,lose
2682,base,base2,2,3,lose
2682,base2,base,2,3,lose
2683,base,base2,3,2,win
2683,base2,base,3,2,win
2684,base,base2,2,3,lose
2684,base2,base,2,3,lose
2685,base,base2,2,3,lose
2685,base2,base,3,2,win
2686,base,base2,2,3,lose
2686,base2,base,2,3,lose
2687,base,base2,2,3,lose
2687,base2,base,2,3,lose
2688,base,base2,2,3,lose
2688,base2,base,2,3,lose
2689,base,base2,3,2,win
2689,base2,base,2,3,lose
2690,base,base2,2,3,lose
2690,base2,base,3,2,win
2691,base,base2,3,2,win
2691,base2,base,3,2,win
2692,base,base2,2,3,lose
2692,base2,base,2,3,lose
2693,base,base2,3,2,win
2693,base2,base,2,3,lose
2694,base,base2,3,2,win
2694,base2,base,2,3,lose
2695,base,base2,3,2,win
2695,base2,base,2,3,lose
2696,base,base2,3,2,win
2696,base2,base,3,2,win
2697,base,base2,2,3,lose
2697,base2,base,3,2,win
2698,base,base2,2,3,lose
2698,base2,base,3,2,win
2699,base,base2,3,2,win
2699,base2,base,3,2,win
2700,base,base2,3,2,win
2700,base2,base,2,3,lose
2701,base,base2,3,2,win
2701,base2,base,2,3,lose
2702,base,base2,3,2,win
2702,base2,base,2,3,lose
2703,base,base2,3,2,win
2703,base2,base,2,3,lose
2704,base,base2,3,2,win
2704,base2,base,3,2,win
2705,base,base2,2,3,lose
2705,base2,base,2,3,lose
2706,base,base2,2,3,lose
2706,base2,base,3,2,win
2707,base,base2,3,2,win
2707,base2,base,3,2,win
2708,base,base2,3,2,win
2708,base2,base,2,3,lose
2709,base,base2,2,3,lose
2709,base2,base,3,2,win
2710,base,base2,3,2,win
2710,base2,base,3,2,win
2711,base,base2,2,3,lose
2711,base2,base,2,3,lose
2712,base,base2,3,2,win
2712,base2,base,2,3,lose
2713,base,base2,3,2,win
2713,base2,base,3,2,win
2714,base,base2,2,3,lose
2714,base2,base,2,3,lose
2715,base,base2,2,3,lose
2715,base2,base,2,3,lose
2716,base,base2,2,3,lose
2716,base2,base,3,2,win
2717,base,base2,3,2,win
2717,base2,base,2,3,lose
2718,base,base2,2,3,lose
2718,base2,base,2,3,lose
2719,base,base2,2,3,lose
2719,base2,base,2,3,lose
2720,base,base2,3,2,win
2720,base2,base,3,2,win
2721,base,base2,3,2,win
2721,base2,base,2,3,lose
2722,base,base2,3,2,win
2722,base2,base,2,3,lose
2723,base,base2,3,2,win
2723,base2,base,2,3,lose
2724,base,base2,2,3,lose
2724,base2,base,3,2,win
2725,base,base2,2,3,lose
2725,base2,base,2,3,lose
2726,base,base2,3,2,win
2726,base2,base,3,2,win
2727,base,base2,2,3,lose
2727,base2,base,2,3,lose
2728,base,base2,3,2,win
2728,base2,base,3,2,win
2729,base,base2,3,2,win
2729,base2,base,2,3,lose
2730,base,base2,2,3,lose
2730,base2,base,2,3,lose
2731,base,base2,3,2,win
2731,base2,base,2,3,lose
2732,base,base2,3,2,win
2732,base2,base,2,3,lose
2733,base,base2,2,3,lose
2733,base2,base,2,3,lose
2734,base,base2,2,3,lose
2734,base2,base,3,2,win
2735,base,base2,2,3,lose
2735,base2,base,2,3,lose
2736,base,base2,2,3,lose
2736,base2,base,3,2,win
2737,base,base2,2,3,lose
2737,base2,base,2,3,lose
2738,base,base2,2,3,lose
2738,base2,base,2,3,lose
2739,base,base2,3,2,win
2739,base2,base,2,3,lose
2740,base,base2,2,3,lose
2740,base2,base,2,3,lose
2741,base,base2,2,3,lose
2741,base2,base,3,2,win
2742,base,base2,3,2,win
2742,base2,base,2,3,lose
2743,base,base2,3,2,win
2743,base2,base,3,2,win
2744,base,base2,2,3,lose
2744,base2,base,2,3,lose
2745,base,base2,3,2,win
2745,base2,base,2,3,lose
2746,base,base2,2,3,lose
2746,base2,base,2,3,lose
2747,base,base2,3,2,win
2747,base2,base,2,3,lose
2748,base,base2,2,3,lose
2748,base2,base,2,3,lose
2749,base,base2,2,3,lose
2749,base2,base,2,3,lose
2750,base,base2,2,3,lose
2750,base2,base,2,3,lose
2751,base,base2,2,3,lose
2751,base2,base,3,2,win
2752,base,base2,2,3,lose
2752,base2,base,2,3,lose
2753,base,base2,3,2,win
2753,base2,base,3,2,win
2754,base,base2,2,3,lose
2754,base2,base,3,2,win
2755,base,base2,3,2,win
2755,base2,base,2,3,lose
2756,base,base2,3,2,win
2756,base2,base,2,3,lose
2757,base,base2,3,2,win
2757,base2,base,3,2,win
2758,base,base2,3,2,win
2758,base2,base,2,3,lose
2759,base,base2,3,2,win
2759,base2,base,2,3,lose
2760,base,base2,3,2,win
2760,base2,base,3,2,win
2761,base,base2,2,3,lose
2761,base2,base,2,3,lose
2762,base,base2,2,3,lose
2762,base2,base,2,3,lose
2763,base,base2,2,3,lose
2763,base2,base,3,2,win
2764,base,base2,2,3,lose
2764,base2,base,3,2,win
2765,base,base2,2,3,lose
2765,base2,base,3,2,win
2766,base,base2,2,3,lose
2766,base2,base,3,2,win
2767,base,base2,3,2,win
2767,base2,base,2,3,lose
2768,base,base2,2,3,lose
2768,base2,base,2,3,lose
2769,base,base2,3,2,win
2769,base2,base,3,2,win
2770,base,base2,2,3,lose
2770,base2,base,2,3,lose
2771,base,base2,3,2,win
2771,base2,base,3,2,win
2772,base,base2,3,2,win
2772,base2,base,3,2,win
2773,base,base2,3,2,win
2773,base2,base,3,2,win
2774,base,base2,2,3,lose
2774,base2,base,2,3,lose
2775,base,base2,3,2,win
2775,base2,base,2,3,lose
2776,base,base2,2,3,lose
2776,base2,base,2,3,lose
2777,base,base2,3,2,win
2777,base2,base,3,2,win
2778,base,base2,3,2,win
2778,base2,base,2,3,lose
2779,base,base2,3,2,win
2779,base2,base,2,3,lose
2780,base,base2,3,2,win
2780,base2,base,3,2,win
2781,base,base2,3,2,win
2781,base2,base,2,3,lose
2782,base,base2,2,3,lose
2782,base2,base,2,3,lose
2783,base,base2,2,3,lose
2783,base2,base,3,2,win
2784,base,base2,3,2,win
2784,base2,base,2,3,lose
2785,base,base2,3,2,win
2785,base2,base,2,3,lose
2786,base,base2,3,2,win
2786,base2,base,3,2,win
2787,base,base2,2,3,lose
2787,base2,base,3,2,win
2788,base,base2,2,3,lose
2788,base2,base,2,3,lose
2789,base,base2,3,2,win
2789,base2,base,3,2,win
2790,base,base2,2,3,lose
2790,base2,base,3,2,win
2791,base,base2,3,2,win
2791,base2,base,2,3,lose
2792,base,base2,2,3,lose
2792,base2,base,2,3,lose
2793,base,base2,2,3,lose
2793,base2,base,2,3,lose
2794,base,base2,3,2,win
2794,base2,base,3,2,win
2795,base,base2,2,3,lose
2795,base2,base,3,2,win
2796,base,base2,3,2,win
2796,base2,base,3,2,win
2797,base,base2,2,3,lose
2797,base2,base,2,3,lose
2798,base,base2,3,2,win
2798,base2,base,2,3,lose
2799,base,base2,3,2,win
2799,base2,base,2,3,lose
2800,base,base2,3,2,win
2800,base2,base,2,3,lose
2801,base,base2,3,2,win
2801,base2,base,2,3,lose
2802,base,base2,2,3,lose
2802,base2,base,3,2,win
2803,base,base2,2,3,lose
2803,base2,base,2,3,lose
2804,base,base2,2,3,lose
2804,base2,base,3,2,win
2805,base,base2,3,2,win
2805,base2,base,2,3,lose
2806,base,base2,3,2,win
2806,base2,base,2,3,lose
2807,base,base2,2,3,lose
2807,base2,base,3,2,win
2808,base,base2,2,3,lose
2808,base2,base,3,2,win
2809,base,base2,2,3,lose
2809,base2,base,3,2,win
2810,base,base2,2,3,lose
2810,base2,base,2,3,lose
2811,base,base2,3,2,win
2811,base2,base,2,3,lose
2812,base,base2,2,3,lose
2812,base2,base,3,2,win
2813,base,base2,2,3,lose
2813,base2,base,3,2,win
2814,base,base2,3,2,win
2814,base2,base,2,3,lose
2815,base,base2,2,3,lose
2815,base2,base,2,3,lose
2816,base,base2,3,2,win
2816,base2,base,2,3,lose
2817,base,base2,2,3,lose
2817,base2,base,2,3,lose
2818,base,base2,3,2,win
2818,base2,base,2,3,lose
2819,base,base2,2,3,lose
2819,base2,base,2,3,lose
2820,base,base2,3,2,win
2820,base2,base,2,3,lose
2821,base,base2,2,3,lose
2821,base2,base,2,3,lose
2822,base,base2,2,3,lose
2822,base2,base,3,2,win
2823,base,base2,3,2,win
2823,base2,base,2,3,lose
2824,base,base2,2,3,lose
2824,base2,base,3,2,win
2825,base,base2,2,3,lose
2825,base2,base,3,2,win
2826,base,base2,2,3,lose
2826,base2,base,2,3,lose
2827,base,base2,3,2,win
2827,base2,base,3,2,win
2828,base,base2,2,3,lose
2828,base2,base,2,3,lose
2829,base,base2,2,3,lose
2829,base2,base,3,2,win
2830,base,base2,3,2,win
2830,base2,base,3,2,win
2831,base,base2,3,2,win
2831,base2,base,2,3,lose
2832,base,base2,4,1,win
2832,base2,base,2,3,lose
2833,base,base2,2,3,lose
2833,base2,base,2,3,lose
2834,base,base2,3,2,win
2834,base2,base,2,3,lose
2835,base,base2,2,3,lose
2835,base2,base,3,2,win
2836,base,base2,2,3,lose
2836,base2,base,2,3,lose
2837,base,base2,3,2,win
2837,base2,base,3,2,win
2838,base,base2,2,3,lose
2838,base2,base,3,2,win
2839,base,base2,2,3,lose
2839,base2,base,2,3,lose
2840,base,base2,3,2,win
2840,base2,base,2,3,lose
2841,base,base2,2,3,lose
2841,base2,base,2,3,lose
2842,base,base2,2,3,lose
2842,base2,base,3,2,win
2843,base,base2,2,3,lose
2843,base2,base,2,3,lose
2844,base,base2,3,2,win
2844,base2,base,3,2,win
2845,base,base2,3,2,win
2845,base2,base,2,3,lose
2846,base,base2,2,3,lose
2846,base2,base,3,2,win
2847,base,base2,2,3,lose
2847,base2,base,3,2,win
2848,base,base2,3,2,win
2848,base2,base,3,2,win
2849,base,base2,3,2,win
2849,base2,base,2,3,lose
2850,base,base2,3,2,win
2850,base2,base,2,3,lose
2851,base,base2,3,2,win
2851,base2,base,3,2,win
2852,base,base2,3,2,win
2852,base2,base,2,3,lose
2853,base,base2,2,3,lose
2853,base2,base,2,3,lose
2854,base,base2,3,2,win
2854,base2,base,2,3,lose
2855,base,base2,2,3,lose
2855,base2,base,2,3,lose
2856,base,base2,3,2,win
2856,base2,base,2,3,lose
2857,base,base2,2,3,lose
2857,base2,base,2,3,lose
2858,base,base2,3,2,win
2858,base2,base,3,2,win
2859,base,base2,2,3,lose
2859,base2,base,2,3,lose
2860,base,base2,3,2,win
2860,base2,base,3,2,win
2861,base,base2,2,3,lose
2861,base2,base,2,3,lose
2862,base,base2,3,2,win
2862,base2,base,3,2,win
2863,base,base2,2,3,lose
2863,base2,base,3,2,win
2864,base,base2,3,2,win
2864,base2,base,3,2,win
2865,base,base2,2,3,lose
2865,base2,base,2,3,lose
2866,base,base2,2,3,lose
2866,base2,base,2,3,lose
2867,base,base2,3,2,win
2867,base2,base,3,2,win
2868,base,base2,3,2,win
2868,base2,base,2,3,lose
2869,base,base2,2,3,lose
2869,base2,base,3,2,win
2870,base,base2,2,3,lose
2870,base2,base,3,2,win
