episode,agent,opponent,goals_scored,goals_conceded,result
2800,base,no_limit,4,1,win
2800,no_limit,base,2,3,lose
2801,base,no_limit,3,2,win
2801,no_limit,base,2,3,lose
2802,base,no_limit,3,2,win
2802,no_limit,base,3,2,win
2803,base,no_limit,3,2,win
2803,no_limit,base,3,2,win
2804,base,no_limit,3,2,win
2804,no_limit,base,3,2,win
2805,base,no_limit,3,2,win
2805,no_limit,base,3,2,win
2806,base,no_limit,2,3,lose
2806,no_limit,base,3,2,win
2807,base,no_limit,3,2,win
2807,no_limit,base,2,3,lose
2808,base,no_limit,3,2,win
2808,no_limit,base,3,2,win
2809,base,no_limit,3,2,win
2809,no_limit,base,3,2,win
2810,base,no_limit,3,2,win
2810,no_limit,base,3,2,win
2811,base,no_limit,2,3,lose
2811,no_limit,base,2,3,lose
2812,base,no_limit,3,2,win
2812,no_limit,base,3,2,win
2813,base,no_limit,3,2,win
2813,no_limit,base,2,3,lose
2814,base,no_limit,3,2,win
2814,no_limit,base,2,3,lose
2815,base,no_limit,3,2,win
2815,no_limit,base,2,3,lose
2816,base,no_limit,3,2,win
2816,no_limit,base,3,2,win
2817,base,no_limit,2,3,lose
2817,no_limit,base,2,3,lose
2818,base,no_limit,2,3,lose
2818,no_limit,base,2,3,lose
2819,base,no_limit,3,2,win
2819,no_limit,base,2,3,lose
2820,base,no_limit,3,2,win
2820,no_limit,base,2,3,lose
2821,base,no_limit,3,2,win
2821,no_limit,base,3,2,win
2822,base,no_limit,2,3,lose
2822,no_limit,base,3,2,win
2823,base,no_limit,3,2,win
2823,no_limit,base,2,3,lose
2824,base,no_limit,2,3,lose
2824,no_limit,base,2,3,lose
2825,base,no_limit,2,3,lose
2825,no_limit,base,3,2,win
2826,base,no_limit,2,3,lose
2826,no_limit,base,2,3,lose
2827,base,no_limit,3,2,win
2827,no_limit,base,2,3,lose
2828,base,no_limit,3,2,win
2828,no_limit,base,2,3,lose
2829,base,no_limit,3,2,win
2829,no_limit,base,3,2,win
2830,base,no_limit,3,2,win
2830,no_limit,base,3,2,win
2831,base,no_limit,3,2,win
2831,no_limit,base,2,3,lose
2832,base,no_limit,3,2,win
2832,no_limit,base,2,3,lose
2833,base,no_limit,3,2,win
2833,no_limit,base,3,2,win
2834,base,no_limit,3,2,win
2834,no_limit,base,3,2,win
2835,base,no_limit,2,3,lose
2835,no_limit,base,3,2,win
2836,base,no_limit,2,3,lose
2836,no_limit,base,1,4,lose
2837,base,no_limit,3,2,win
2837,no_limit,base,3,2,win
2838,base,no_limit,2,3,lose
2838,no_limit,base,3,2,win
2839,base,no_limit,3,2,win
2839,no_limit,base,3,2,win
2840,base,no_limit,3,2,win
2840,no_limit,base,3,2,win
2841,base,no_limit,3,2,win
2841,no_limit,base,3,2,win
2842,base,no_limit,2,3,lose
2842,no_limit,base,2,3,lose
2843,base,no_limit,3,2,win
2843,no_limit,base,2,3,lose
2844,base,no_limit,3,2,win
2844,no_limit,base,2,3,lose
2845,base,no_limit,3,2,win
2845,no_limit,base,3,2,win
2846,base,no_limit,3,2,win
2846,no_limit,base,3,2,win
2847,base,no_limit,2,3,lose
2847,no_limit,base,3,2,win
2848,base,no_limit,3,2,win
2848,no_limit,base,2,3,lose
2849,base,no_limit,3,2,win
2849,no_limit,base,2,3,lose
2850,base,no_limit,2,3,lose
2850,no_limit,base,3,2,win
2851,base,no_limit,2,3,lose
2851,no_limit,base,3,2,win
2852,base,no_limit,2,3,lose
2852,no_limit,base,3,2,win
2853,base,no_limit,3,2,win
2853,no_limit,base,2,3,lose
2854,base,no_limit,2,3,lose
2854,no_limit,base,3,2,win
2855,base,no_limit,2,3,lose
2855,no_limit,base,2,3,lose
2856,base,no_limit,2,3,lose
2856,no_limit,base,2,3,lose
2857,base,no_limit,2,3,lose
2857,no_limit,base,2,3,lose
2858,base,no_limit,3,2,win
2858,no_limit,base,2,3,lose
2859,base,no_limit,2,3,lose
2859,no_limit,base,3,2,win
2860,base,no_limit,3,2,win
2860,no_limit,base,3,2,win
2861,base,no_limit,3,2,win
2861,no_limit,base,2,3,lose
2862,base,no_limit,2,3,lose
2862,no_limit,base,3,2,win
2863,base,no_limit,3,2,win
2863,no_limit,base,3,2,win
2864,base,no_limit,3,2,win
2864,no_limit,base,3,2,win
2865,base,no_limit,3,2,win
2865,no_limit,base,2,3,lose
2866,base,no_limit,3,2,win
2866,no_limit,base,2,3,lose
2867,base,no_limit,3,2,win
2867,no_limit,base,3,2,win
2868,base,no_limit,3,2,win
2868,no_limit,base,2,3,lose
2869,base,no_limit,3,2,win
2869,no_limit,base,2,3,lose
2870,base,no_limit,3,2,win
2870,no_limit,base,3,2,win
2871,base,no_limit,2,3,lose
2871,no_limit,base,4,1,win
2872,base,no_limit,2,3,lose
2872,no_limit,base,2,3,lose
2873,base,no_limit,3,2,win
2873,no_limit,base,3,2,win
2874,base,no_limit,2,3,lose
2874,no_limit,base,2,3,lose
2875,base,no_limit,2,3,lose
2875,no_limit,base,2,3,lose
2876,base,no_limit,3,2,win
2876,no_limit,base,3,2,win
2877,base,no_limit,2,3,lose
2877,no_limit,base,2,3,lose
2878,base,no_limit,3,2,win
2878,no_limit,base,2,3,lose
2879,base,no_limit,3,2,win
2879,no_limit,base,3,2,win
2880,base,no_limit,2,3,lose
2880,no_limit,base,3,2,win
2881,base,no_limit,4,1,win
2881,no_limit,base,2,3,lose
2882,base,no_limit,3,2,win
2882,no_limit,base,3,2,win
2883,base,no_limit,3,2,win
2883,no_limit,base,3,2,win
2884,base,no_limit,2,3,lose
2884,no_limit,base,3,2,win
2885,base,no_limit,2,3,lose
2885,no_limit,base,2,3,lose
2886,base,no_limit,2,3,lose
2886,no_limit,base,2,3,lose
2887,base,no_limit,3,2,win
2887,no_limit,base,2,3,lose
2888,base,no_limit,3,2,win
2888,no_limit,base,3,2,win
2889,base,no_limit,2,3,lose
2889,no_limit,base,2,3,lose
2890,base,no_limit,3,2,win
2890,no_limit,base,2,3,lose
2891,base,no_limit,3,2,win
2891,no_limit,base,3,2,win
2892,base,no_limit,3,2,win
2892,no_limit,base,2,3,lose
2893,base,no_limit,3,2,win
2893,no_limit,base,3,2,win
2894,base,no_limit,2,3,lose
2894,no_limit,base,3,2,win
2895,base,no_limit,3,2,win
2895,no_limit,base,3,2,win
2896,base,no_limit,3,2,win
2896,no_limit,base,2,3,lose
2897,base,no_limit,3,2,win
2897,no_limit,base,2,3,lose
2898,base,no_limit,3,2,win
2898,no_limit,base,3,2,win
2899,base,no_limit,3,2,win
2899,no_limit,base,3,2,win
2900,base,no_limit,3,2,win
2900,no_limit,base,3,2,win
2901,base,no_limit,2,3,lose
2901,no_limit,base,3,2,win
2902,base,no_limit,2,3,lose
2902,no_limit,base,2,3,lose
2903,base,no_limit,3,2,win
2903,no_limit,base,2,3,lose
2904,base,no_limit,3,2,win
2904,no_limit,base,3,2,win
2905,base,no_limit,3,2,win
2905,no_limit,base,2,3,lose
2906,base,no_limit,2,3,lose
2906,no_limit,base,2,3,lose
2907,base,no_limit,2,3,lose
2907,no_limit,base,2,3,lose
2908,base,no_limit,2,3,lose
2908,no_limit,base,3,2,win
2909,base,no_limit,2,3,lose
2909,no_limit,base,4,1,win
2910,base,no_limit,3,2,win
2910,no_limit,base,2,3,lose
2911,base,no_limit,3,2,win
2911,no_limit,base,2,3,lose
2912,base,no_limit,2,3,lose
2912,no_limit,base,3,2,win
2913,base,no_limit,3,2,win
2913,no_limit,base,2,3,lose
2914,base,no_limit,3,2,win
2914,no_limit,base,2,3,lose
2915,base,no_limit,2,3,lose
2915,no_limit,base,2,3,lose
2916,base,no_limit,3,2,win
2916,no_limit,base,2,3,lose
2917,base,no_limit,2,3,lose
2917,no_limit,base,3,2,win
2918,base,no_limit,2,3,lose
2918,no_limit,base,2,3,lose
2919,base,no_limit,3,2,win
2919,no_limit,base,2,3,lose
2920,base,no_limit,2,3,lose
2920,no_limit,base,3,2,win
2921,base,no_limit,3,2,win
2921,no_limit,base,2,3,lose
2922,base,no_limit,2,3,lose
2922,no_limit,base,2,3,lose
2923,base,no_limit,3,2,win
2923,no_limit,base,3,2,win
2924,base,no_limit,3,2,win
2924,no_limit,base,2,3,lose
2925,base,no_limit,3,2,win
2925,no_limit,base,2,3,lose
2926,base,no_limit,2,3,lose
2926,no_limit,base,2,3,lose
2927,base,no_limit,3,2,win
2927,no_limit,base,3,2,win
2928,base,no_limit,3,2,win
2928,no_limit,base,2,3,lose
2929,base,no_limit,2,3,lose
2929,no_limit,base,2,3,lose
2930,base,no_limit,3,2,win
2930,no_limit,base,3,2,win
2931,base,no_limit,3,2,win
2931,no_limit,base,2,3,lose
2932,base,no_limit,3,2,win
2932,no_limit,base,2,3,lose
2933,base,no_limit,3,2,win
2933,no_limit,base,2,3,lose
2934,base,no_limit,2,3,lose
2934,no_limit,base,2,3,lose
2935,base,no_limit,3,2,win
2935,no_limit,base,2,3,lose
2936,base,no_limit,2,3,lose
2936,no_limit,base,3,2,win
2937,base,no_limit,2,3,lose
2937,no_limit,base,3,2,win
2938,base,no_limit,3,2,win
2938,no_limit,base,3,2,win
2939,base,no_limit,3,2,win
2939,no_limit,base,3,2,win
2940,base,no_limit,2,3,lose
2940,no_limit,base,3,2,win
2941,base,no_limit,2,3,lose
2941,no_limit,base,3,2,win
2942,base,no_limit,3,2,win
2942,no_limit,base,3,2,win
2943,base,no_limit,3,2,win
2943,no_limit,base,2,3,lose
2944,base,no_limit,3,2,win
2944,no_limit,base,3,2,win
2945,base,no_limit,2,3,lose
2945,no_limit,base,3,2,win
2946,base,no_limit,3,2,win
2946,no_limit,base,3,2,win
2947,base,no_limit,2,3,lose
2947,no_limit,base,3,2,win
2948,base,no_limit,3,2,win
2948,no_limit,base,3,2,win
2949,base,no_limit,3,2,win
2949,no_limit,base,3,2,win
2950,base,no_limit,2,3,lose
2950,no_limit,base,3,2,win
2951,base,no_limit,2,3,lose
2951,no_limit,base,2,3,lose
2952,base,no_limit,3,2,win
2952,no_limit,base,3,2,win
2953,base,no_limit,2,3,lose
2953,no_limit,base,3,2,win
2954,base,no_limit,3,2,win
2954,no_limit,base,3,2,win
2955,base,no_limit,2,3,lose
2955,no_limit,base,2,3,lose
2956,base,no_limit,3,2,win
2956,no_limit,base,3,2,win
2957,base,no_limit,2,3,lose
2957,no_limit,base,3,2,win
2958,base,no_limit,3,2,win
2958,no_limit,base,3,2,win
2959,base,no_limit,3,2,win
2959,no_limit,base,3,2,win
2960,base,no_limit,2,3,lose
2960,no_limit,base,2,3,lose
2961,base,no_limit,3,2,win
2961,no_limit,base,2,3,lose
2962,base,no_limit,2,3,lose
2962,no_limit,base,3,2,win
2963,base,no_limit,2,3,lose
2963,no_limit,base,2,3,lose
2964,base,no_limit,3,2,win
2964,no_limit,base,2,3,lose
2965,base,no_limit,3,2,win
2965,no_limit,base,2,3,lose
2966,base,no_limit,3,2,win
2966,no_limit,base,2,3,lose
2967,base,no_limit,3,2,win
2967,no_limit,base,3,2,win
2968,base,no_limit,3,2,win
2968,no_limit,base,3,2,win
2969,base,no_limit,3,2,win
2969,no_limit,base,3,2,win
2970,base,no_limit,3,2,win
2970,no_limit,base,3,2,win
2971,base,no_limit,3,2,win
2971,no_limit,base,3,2,win
2972,base,no_limit,2,3,lose
2972,no_limit,base,2,3,lose
2973,base,no_limit,3,2,win
2973,no_limit,base,3,2,win
2974,base,no_limit,2,3,lose
2974,no_limit,base,2,3,lose
2975,base,no_limit,2,3,lose
2975,no_limit,base,2,3,lose
2976,base,no_limit,2,3,lose
2976,no_limit,base,3,2,win
2977,base,no_limit,3,2,win
2977,no_limit,base,3,2,win
2978,base,no_limit,3,2,win
2978,no_limit,base,2,3,lose
2979,base,no_limit,3,2,win
2979,no_limit,base,2,3,lose
2980,base,no_limit,2,3,lose
2980,no_limit,base,2,3,lose
2981,base,no_limit,3,2,win
2981,no_limit,base,3,2,win
2982,base,no_limit,2,3,lose
2982,no_limit,base,3,2,win
2983,base,no_limit,3,2,win
2983,no_limit,base,3,2,win
2984,base,no_limit,2,3,lose
2984,no_limit,base,2,3,lose
2985,base,no_limit,3,2,win
2985,no_limit,base,2,3,lose
2986,base,no_limit,3,2,win
2986,no_limit,base,2,3,lose
2987,base,no_limit,3,2,win
2987,no_limit,base,2,3,lose
2988,base,no_limit,3,2,win
2988,no_limit,base,2,3,lose
2989,base,no_limit,2,3,lose
2989,no_limit,base,3,2,win
2990,base,no_limit,3,2,win
2990,no_limit,base,2,3,lose
2991,base,no_limit,3,2,win
2991,no_limit,base,3,2,win
2992,base,no_limit,2,3,lose
2992,no_limit,base,3,2,win
2993,base,no_limit,3,2,win
2993,no_limit,base,3,2,win
2994,base,no_limit,2,3,lose
2994,no_limit,base,3,2,win
2995,base,no_limit,3,2,win
2995,no_limit,base,2,3,lose
2996,base,no_limit,2,3,lose
2996,no_limit,base,2,3,lose
2997,base,no_limit,3,2,win
2997,no_limit,base,2,3,lose
2998,base,no_limit,3,2,win
2998,no_limit,base,2,3,lose
2999,base,no_limit,3,2,win
2999,no_limit,base,3,2,win
3000,base,no_limit,3,2,win
3000,no_limit,base,3,2,win
3001,base,no_limit,2,3,lose
3001,no_limit,base,2,3,lose
3002,base,no_limit,3,2,win
3002,no_limit,base,2,3,lose
3003,base,no_limit,3,2,win
3003,no_limit,base,3,2,win
3004,base,no_limit,3,2,win
3004,no_limit,base,2,3,lose
3005,base,no_limit,3,2,win
3005,no_limit,base,2,3,lose
3006,base,no_limit,3,2,win
3006,no_limit,base,2,3,lose
3007,base,no_limit,1,4,lose
3007,no_limit,base,2,3,lose
3008,base,no_limit,2,3,lose
3008,no_limit,base,2,3,lose
3009,base,no_limit,3,2,win
3009,no_limit,base,3,2,win
3010,base,no_limit,3,2,win
3010,no_limit,base,3,2,win
3011,base,no_limit,3,2,win
3011,no_limit,base,3,2,win
3012,base,no_limit,2,3,lose
3012,no_limit,base,3,2,win
3013,base,no_limit,3,2,win
3013,no_limit,base,2,3,lose
3014,base,no_limit,2,3,lose
3014,no_limit,base,2,3,lose
3015,base,no_limit,3,2,win
3015,no_limit,base,2,3,lose
3016,base,no_limit,3,2,win
3016,no_limit,base,3,2,win
3017,base,no_limit,2,3,lose
3017,no_limit,base,2,3,lose
3018,base,no_limit,2,3,lose
3018,no_limit,base,3,2,win
3019,base,no_limit,3,2,win
3019,no_limit,base,2,3,lose
3020,base,no_limit,2,3,lose
3020,no_limit,base,2,3,lose
3021,base,no_limit,3,2,win
3021,no_limit,base,3,2,win
3022,base,no_limit,3,2,win
3022,no_limit,base,2,3,lose
3023,base,no_limit,2,3,lose
3023,no_limit,base,3,2,win
3024,base,no_limit,4,1,win
3024,no_limit,base,2,3,lose
3025,base,no_limit,3,2,win
3025,no_limit,base,2,3,lose
3026,base,no_limit,3,2,win
3026,no_limit,base,2,3,lose
3027,base,no_limit,3,2,win
3027,no_limit,base,2,3,lose
3028,base,no_limit,3,2,win
3028,no_limit,base,2,3,lose
3029,base,no_limit,2,3,lose
3029,no_limit,base,2,3,lose
3030,base,no_limit,3,2,win
3030,no_limit,base,2,3,lose
3031,base,no_limit,3,2,win
3031,no_limit,base,2,3,lose
3032,base,no_limit,3,2,win
3032,no_limit,base,2,3,lose
3033,base,no_limit,2,3,lose
3033,no_limit,base,3,2,win
3034,base,no_limit,2,3,lose
3034,no_limit,base,2,3,lose
3035,base,no_limit,4,1,win
3035,no_limit,base,2,3,lose
3036,base,no_limit,3,2,win
3036,no_limit,base,2,3,lose
3037,base,no_limit,3,2,win
3037,no_limit,base,2,3,lose
3038,base,no_limit,2,3,lose
3038,no_limit,base,2,3,lose
3039,base,no_limit,2,3,lose
3039,no_limit,base,3,2,win
3040,base,no_limit,3,2,win
3040,no_limit,base,2,3,lose
3041,base,no_limit,2,3,lose
3041,no_limit,base,2,3,lose
3042,base,no_limit,3,2,win
3042,no_limit,base,2,3,lose
3043,base,no_limit,2,3,lose
3043,no_limit,base,3,2,win
3044,base,no_limit,2,3,lose
3044,no_limit,base,3,2,win
3045,base,no_limit,3,2,win
3045,no_limit,base,2,3,lose
3046,base,no_limit,2,3,lose
3046,no_limit,base,2,3,lose
3047,base,no_limit,3,2,win
3047,no_limit,base,3,2,win
3048,base,no_limit,3,2,win
3048,no_limit,base,3,2,win
3049,base,no_limit,3,2,win
3049,no_limit,base,3,2,win
3050,base,no_limit,2,3,lose
3050,no_limit,base,2,3,lose
3051,base,no_limit,2,3,lose
3051,no_limit,base,3,2,win
3052,base,no_limit,3,2,win
3052,no_limit,base,3,2,win
3053,base,no_limit,3,2,win
3053,no_limit,base,2,3,lose
3054,base,no_limit,3,2,win
3054,no_limit,base,3,2,win
3055,base,no_limit,2,3,lose
3055,no_limit,base,3,2,win
3056,base,no_limit,3,2,win
3056,no_limit,base,2,3,lose
3057,base,no_limit,2,3,lose
3057,no_limit,base,2,3,lose
3058,base,no_limit,3,2,win
3058,no_limit,base,2,3,lose
3059,base,no_limit,2,3,lose
3059,no_limit,base,3,2,win
3060,base,no_limit,3,2,win
3060,no_limit,base,2,3,lose
3061,base,no_limit,3,2,win
3061,no_limit,base,2,3,lose
3062,base,no_limit,3,2,win
3062,no_limit,base,3,2,win
3063,base,no_limit,2,3,lose
3063,no_limit,base,3,2,win
3064,base,no_limit,3,2,win
3064,no_limit,base,3,2,win
3065,base,no_limit,3,2,win
3065,no_limit,base,2,3,lose
3066,base,no_limit,2,3,lose
3066,no_limit,base,2,3,lose
3067,base,no_limit,2,3,lose
3067,no_limit,base,2,3,lose
3068,base,no_limit,3,2,win
3068,no_limit,base,3,2,win
3069,base,no_limit,2,3,lose
3069,no_limit,base,3,2,win
3070,base,no_limit,2,3,lose
3070,no_limit,base,2,3,lose
3071,base,no_limit,2,3,lose
3071,no_limit,base,2,3,lose
3072,base,no_limit,3,2,win
3072,no_limit,base,2,3,lose
3073,base,no_limit,2,3,lose
3073,no_limit,base,3,2,win
3074,base,no_limit,3,2,win
3074,no_limit,base,3,2,win
3075,base,no_limit,3,2,win
3075,no_limit,base,3,2,win
3076,base,no_limit,3,2,win
3076,no_limit,base,3,2,win
3077,base,no_limit,3,2,win
3077,no_limit,base,2,3,lose
3078,base,no_limit,2,3,lose
3078,no_limit,base,2,3,lose
3079,base,no_limit,2,3,lose
3079,no_limit,base,2,3,lose
3080,base,no_limit,3,2,win
3080,no_limit,base,2,3,lose
3081,base,no_limit,3,2,win
3081,no_limit,base,2,3,lose
3082,base,no_limit,3,2,win
3082,no_limit,base,2,3,lose
3083,base,no_limit,3,2,win
3083,no_limit,base,3,2,win
3084,base,no_limit,3,2,win
3084,no_limit,base,3,2,win
3085,base,no_limit,3,2,win
3085,no_limit,base,2,3,lose
3086,base,no_limit,3,2,win
3086,no_limit,base,2,3,lose
3087,base,no_limit,3,2,win
3087,no_limit,base,2,3,lose
3088,base,no_limit,2,3,lose
3088,no_limit,base,2,3,lose
3089,base,no_limit,3,2,win
3089,no_limit,base,2,3,lose
3090,base,no_limit,2,3,lose
3090,no_limit,base,2,3,lose
3091,base,no_limit,3,2,win
3091,no_limit,base,3,2,win
3092,base,no_limit,2,3,lose
3092,no_limit,base,3,2,win
3093,base,no_limit,2,3,lose
3093,no_limit,base,2,3,lose
3094,base,no_limit,2,3,lose
3094,no_limit,base,3,2,win
3095,base,no_limit,2,3,lose
3095,no_limit,base,2,3,lose
3096,base,no_limit,3,2,win
3096,no_limit,base,2,3,lose
3097,base,no_limit,3,2,win
3097,no_limit,base,2,3,lose
3098,base,no_limit,2,3,lose
3098,no_limit,base,2,3,lose
3099,base,no_limit,2,3,lose
3099,no_limit,base,2,3,lose
3100,base,no_limit,2,3,lose
3100,no_limit,base,3,2,win
3101,base,no_limit,3,2,win
3101,no_limit,base,2,3,lose
3102,base,no_limit,2,3,lose
3102,no_limit,base,3,2,win
3103,base,no_limit,4,1,win
3103,no_limit,base,2,3,lose
3104,base,no_limit,2,3,lose
3104,no_limit,base,3,2,win
3105,base,no_limit,2,3,lose
3105,no_limit,base,2,3,lose
3106,base,no_limit,2,3,lose
3106,no_limit,base,3,2,win
3107,base,no_limit,3,2,win
3107,no_limit,base,3,2,win
3108,base,no_limit,2,3,lose
3108,no_limit,base,2,3,lose
3109,base,no_limit,3,2,win
3109,no_limit,base,2,3,lose
3110,base,no_limit,3,2,win
3110,no_limit,base,2,3,lose
3111,base,no_limit,3,2,win
3111,no_limit,base,2,3,lose
3112,base,no_limit,3,2,win
3112,no_limit,base,2,3,lose
3113,base,no_limit,2,3,lose
3113,no_limit,base,2,3,lose
3114,base,no_limit,3,2,win
3114,no_limit,base,3,2,win
3115,base,no_limit,3,2,win
3115,no_limit,base,2,3,lose
3116,base,no_limit,3,2,win
3116,no_limit,base,3,2,win
3117,base,no_limit,3,2,win
3117,no_limit,base,2,3,lose
3118,base,no_limit,2,3,lose
3118,no_limit,base,2,3,lose
3119,base,no_limit,3,2,win
3119,no_limit,base,2,3,lose
3120,base,no_limit,3,2,win
3120,no_limit,base,2,3,lose
3121,base,no_limit,2,3,lose
3121,no_limit,base,2,3,lose
3122,base,no_limit,2,3,lose
3122,no_limit,base,2,3,lose
3123,base,no_limit,3,2,win
3123,no_limit,base,2,3,lose
3124,base,no_limit,3,2,win
3124,no_limit,base,2,3,lose
3125,base,no_limit,3,2,win
3125,no_limit,base,2,3,lose
3126,base,no_limit,3,2,win
3126,no_limit,base,3,2,win
3127,base,no_limit,3,2,win
3127,no_limit,base,2,3,lose
3128,base,no_limit,2,3,lose
3128,no_limit,base,2,3,lose
3129,base,no_limit,3,2,win
3129,no_limit,base,3,2,win
3130,base,no_limit,3,2,win
3130,no_limit,base,2,3,lose
3131,base,no_limit,3,2,win
3131,no_limit,base,2,3,lose
3132,base,no_limit,2,3,lose
3132,no_limit,base,3,2,win
3133,base,no_limit,3,2,win
3133,no_limit,base,3,2,win
3134,base,no_limit,2,3,lose
3134,no_limit,base,2,3,lose
3135,base,no_limit,3,2,win
3135,no_limit,base,3,2,win
3136,base,no_limit,3,2,win
3136,no_limit,base,2,3,lose
3137,base,no_limit,3,2,win
3137,no_limit,base,2,3,lose
3138,base,no_limit,3,2,win
3138,no_limit,base,2,3,lose
3139,base,no_limit,3,2,win
3139,no_limit,base,3,2,win
3140,base,no_limit,3,2,win
3140,no_limit,base,2,3,lose
3141,base,no_limit,2,3,lose
3141,no_limit,base,2,3,lose
3142,base,no_limit,3,2,win
3142,no_limit,base,2,3,lose
3143,base,no_limit,3,2,win
3143,no_limit,base,2,3,lose
3144,base,no_limit,2,3,lose
3144,no_limit,base,2,3,lose
3145,base,no_limit,3,2,win
3145,no_limit,base,2,3,lose
3146,base,no_limit,3,2,win
3146,no_limit,base,2,3,lose
3147,base,no_limit,3,2,win
3147,no_limit,base,2,3,lose
3148,base,no_limit,3,2,win
3148,no_limit,base,3,2,win
3149,base,no_limit,3,2,win
3149,no_limit,base,2,3,lose
3150,base,no_limit,3,2,win
3150,no_limit,base,2,3,lose
3151,base,no_limit,3,2,win
3151,no_limit,base,2,3,lose
3152,base,no_limit,2,3,lose
3152,no_limit,base,2,3,lose
3153,base,no_limit,2,3,lose
3153,no_limit,base,2,3,lose
3154,base,no_limit,3,2,win
3154,no_limit,base,2,3,lose
3155,base,no_limit,2,3,lose
3155,no_limit,base,3,2,win
3156,base,no_limit,3,2,win
3156,no_limit,base,3,2,win
3157,base,no_limit,2,3,lose
3157,no_limit,base,3,2,win
3158,base,no_limit,2,3,lose
3158,no_limit,base,2,3,lose
3159,base,no_limit,3,2,win
3159,no_limit,base,3,2,win
3160,base,no_limit,3,2,win
3160,no_limit,base,3,2,win
3161,base,no_limit,2,3,lose
3161,no_limit,base,2,3,lose
3162,base,no_limit,3,2,win
3162,no_limit,base,2,3,lose
3163,base,no_limit,2,3,lose
3163,no_limit,base,2,3,lose
3164,base,no_limit,2,3,lose
3164,no_limit,base,3,2,win
3165,base,no_limit,3,2,win
3165,no_limit,base,2,3,lose
3166,base,no_limit,2,3,lose
3166,no_limit,base,3,2,win
3167,base,no_limit,3,2,win
3167,no_limit,base,3,2,win
3168,base,no_limit,2,3,lose
3168,no_limit,base,2,3,lose
3169,base,no_limit,2,3,lose
3169,no_limit,base,3,2,win
3170,base,no_limit,3,2,win
3170,no_limit,base,1,4,lose
3171,base,no_limit,2,3,lose
3171,no_limit,base,3,2,win
3172,base,no_limit,2,3,lose
3172,no_limit,base,2,3,lose
3173,base,no_limit,2,3,lose
3173,no_limit,base,2,3,lose
3174,base,no_limit,3,2,win
3174,no_limit,base,3,2,win
3175,base,no_limit,3,2,win
3175,no_limit,base,3,2,win
3176,base,no_limit,2,3,lose
3176,no_limit,base,3,2,win
3177,base,no_limit,3,2,win
3177,no_limit,base,2,3,lose
3178,base,no_limit,2,3,lose
3178,no_limit,base,2,3,lose
3179,base,no_limit,4,1,win
3179,no_limit,base,3,2,win
3180,base,no_limit,3,2,win
3180,no_limit,base,3,2,win
3181,base,no_limit,3,2,win
3181,no_limit,base,3,2,win
3182,base,no_limit,3,2,win
3182,no_limit,base,3,2,win
3183,base,no_limit,2,3,lose
3183,no_limit,base,3,2,win
3184,base,no_limit,3,2,win
3184,no_limit,base,3,2,win
3185,base,no_limit,3,2,win
3185,no_limit,base,2,3,lose
3186,base,no_limit,3,2,win
3186,no_limit,base,2,3,lose
3187,base,no_limit,3,2,win
3187,no_limit,base,2,3,lose
3188,base,no_limit,3,2,win
3188,no_limit,base,2,3,lose
3189,base,no_limit,3,2,win
3189,no_limit,base,2,3,lose
3190,base,no_limit,3,2,win
3190,no_limit,base,3,2,win
3191,base,no_limit,3,2,win
3191,no_limit,base,3,2,win
3192,base,no_limit,3,2,win
3192,no_limit,base,2,3,lose
3193,base,no_limit,3,2,win
3193,no_limit,base,2,3,lose
3194,base,no_limit,2,3,lose
3194,no_limit,base,2,3,lose
3195,base,no_limit,4,1,win
3195,no_limit,base,3,2,win
3196,base,no_limit,2,3,lose
3196,no_limit,base,3,2,win
3197,base,no_limit,2,3,lose
3197,no_limit,base,2,3,lose
3198,base,no_limit,2,3,lose
3198,no_limit,base,3,2,win
3199,base,no_limit,3,2,win
3199,no_limit,base,2,3,lose
3200,base,no_limit,3,2,win
3200,no_limit,base,2,3,lose
3201,base,no_limit,2,3,lose
3201,no_limit,base,2,3,lose
3202,base,no_limit,3,2,win
3202,no_limit,base,3,2,win
3203,base,no_limit,2,3,lose
3203,no_limit,base,3,2,win
3204,base,no_limit,3,2,win
3204,no_limit,base,2,3,lose
3205,base,no_limit,3,2,win
3205,no_limit,base,3,2,win
3206,base,no_limit,2,3,lose
3206,no_limit,base,2,3,lose
3207,base,no_limit,2,3,lose
3207,no_limit,base,3,2,win
3208,base,no_limit,2,3,lose
3208,no_limit,base,3,2,win
3209,base,no_limit,2,3,lose
3209,no_limit,base,2,3,lose
3210,base,no_limit,3,2,win
3210,no_limit,base,2,3,lose
3211,base,no_limit,3,2,win
3211,no_limit,base,2,3,lose
3212,base,no_limit,2,3,lose
3212,no_limit,base,3,2,win
3213,base,no_limit,3,2,win
3213,no_limit,base,2,3,lose
3214,base,no_limit,3,2,win
3214,no_limit,base,2,3,lose
3215,base,no_limit,3,2,win
3215,no_limit,base,3,2,win
3216,base,no_limit,3,2,win
3216,no_limit,base,3,2,win
3217,base,no_limit,3,2,win
3217,no_limit,base,3,2,win
3218,base,no_limit,3,2,win
3218,no_limit,base,3,2,win
3219,base,no_limit,3,2,win
3219,no_limit,base,2,3,lose
3220,base,no_limit,3,2,win
3220,no_limit,base,2,3,lose
3221,base,no_limit,3,2,win
3221,no_limit,base,3,2,win
3222,base,no_limit,3,2,win
3222,no_limit,base,2,3,lose
3223,base,no_limit,3,2,win
3223,no_limit,base,2,3,lose
